848,0.3537735849,0,0.831372549
851,0.3525264395,0,0.8343137255
855,0.350877193,0,0.8382352941
858,0.3496503497,0,0.8411764706
861,0.3484320557,0,0.8441176471
863,0.3476245655,0,0.8460784314
866,0.3464203233,0,0.8490196078
869,0.3452243959,0,0.8519607843
871,0.3444316877,0,0.8539215686
874,0.3432494279,0,0.8568627451
877,0.3420752566,0,0.8598039216
879,0.3412969283,0,0.8617647059
881,0.3405221339,0,0.8637254902
883,0.3397508494,0,0.8656862745
885,0.3389830508,0,0.8676470588
885,0.3389830508,0,0.8676470588
885,0.3389830508,0,0.8676470588
884,0.3393665158,0,0.8666666667
885,0.3389830508,0,0.8676470588
885,0.3389830508,0,0.8676470588
885,0.3389830508,0,0.8676470588
885,0.3389830508,0,0.8676470588
884,0.3393665158,0,0.8666666667
885,0.3389830508,0,0.8676470588
884,0.3393665158,0,0.8666666667
883,0.3397508494,0,0.8656862745
882,0.3401360544,0,0.8647058824
883,0.3397508494,0,0.8656862745
883,0.3397508494,0,0.8656862745
882,0.3401360544,0,0.8647058824
881,0.3405221339,0,0.8637254902
881,0.3405221339,0,0.8637254902
880,0.3409090909,0,0.862745098
880,0.3409090909,0,0.862745098
880,0.3409090909,0,0.862745098
879,0.3412969283,0,0.8617647059
878,0.3416856492,0,0.8607843137
878,0.3416856492,0,0.8607843137
877,0.3420752566,0,0.8598039216
876,0.3424657534,0,0.8588235294
876,0.3424657534,0,0.8588235294
874,0.3432494279,0,0.8568627451
874,0.3432494279,0,0.8568627451
873,0.3436426117,0,0.8558823529
871,0.3444316877,0,0.8539215686
871,0.3444316877,0,0.8539215686
869,0.3452243959,0,0.8519607843
868,0.3456221198,0,0.8509803922
867,0.3460207612,0,0.85
866,0.3464203233,0,0.8490196078
865,0.3468208092,0,0.8480392157
863,0.3476245655,0,0.8460784314
862,0.3480278422,0,0.8450980392
861,0.3484320557,0,0.8441176471
860,0.3488372093,0,0.8431372549
859,0.3492433062,0,0.8421568627
858,0.3496503497,0,0.8411764706
858,0.3496503497,0,0.8411764706
857,0.3500583431,0,0.8401960784
856,0.3504672897,0,0.8392156863
852,0.3521126761,0,0.8352941176
851,0.3525264395,0,0.8343137255
850,0.3529411765,0,0.8333333333
849,0.3533568905,0,0.8323529412
848,0.3537735849,0,0.831372549
848,0.3537735849,0,0.831372549
847,0.3541912633,0,0.8303921569
846,0.3546099291,0,0.8294117647
845,0.3550295858,0,0.8284313725
845,0.3550295858,0,0.8284313725
844,0.355450237,0,0.8274509804
844,0.355450237,0,0.8274509804
844,0.355450237,0,0.8274509804
843,0.3558718861,0,0.8264705882
842,0.3562945368,0,0.8254901961
842,0.3562945368,0,0.8254901961
841,0.3567181926,0,0.8245098039
840,0.3571428571,0,0.8235294118
840,0.3571428571,0,0.8235294118
840,0.3571428571,0,0.8235294118
840,0.3571428571,0,0.8235294118
838,0.3579952267,0,0.8215686275
838,0.3579952267,0,0.8215686275
837,0.3584229391,0,0.8205882353
837,0.3584229391,0,0.8205882353
837,0.3584229391,0,0.8205882353
836,0.3588516746,0,0.8196078431
837,0.3584229391,0,0.8205882353
836,0.3588516746,0,0.8196078431
836,0.3588516746,0,0.8196078431
836,0.3588516746,0,0.8196078431
836,0.3588516746,0,0.8196078431
836,0.3588516746,0,0.8196078431
836,0.3588516746,0,0.8196078431
835,0.3592814371,0,0.818627451
835,0.3592814371,0,0.818627451
836,0.3588516746,0,0.8196078431
819,0.3663003663,0,0.8029411765
817,0.3671970624,0,0.8009803922
836,0.3588516746,0,0.8196078431
837,0.3584229391,0,0.8205882353
837,0.3584229391,0,0.8205882353
838,0.3579952267,0,0.8215686275
838,0.3579952267,0,0.8215686275
839,0.357568534,0,0.8225490196
840,0.3571428571,0,0.8235294118
840,0.3571428571,0,0.8235294118
841,0.3567181926,0,0.8245098039
841,0.3567181926,0,0.8245098039
841,0.3567181926,0,0.8245098039
842,0.3562945368,0,0.8254901961
842,0.3562945368,0,0.8254901961
844,0.355450237,0,0.8274509804
844,0.355450237,0,0.8274509804
845,0.3550295858,0,0.8284313725
845,0.3550295858,0,0.8284313725
847,0.3541912633,0,0.8303921569
848,0.3537735849,0,0.831372549
849,0.3533568905,0,0.8323529412
850,0.3529411765,0,0.8333333333
850,0.3529411765,0,0.8333333333
852,0.3521126761,0,0.8352941176
853,0.3516998828,0,0.8362745098
855,0.350877193,0,0.8382352941
854,0.3512880562,0,0.837254902
856,0.3504672897,0,0.8392156863
858,0.3496503497,0,0.8411764706
858,0.3496503497,0,0.8411764706
861,0.3484320557,0,0.8441176471
